a_account_type,a_fund_seg1,master_object,master_project,master_org,account_name,department,division,cy_revised,ly_actual,ly_actual_closed,ly2_actual,object_name,character_code,character_code_name,org_name,default_year,default_period,munis_year,munis_period,fund_name,dept_name,division_name,budget_projection_used,budget_org,budget_object,budget_project,ny_budget_prelim,ny_budget_adopted,ny2_budget_prelim,ny2_budget_adopted
E,1,494950, ,751420,Miscellaneous                 ,4,7,1000,2137.81,2137.81,1830.35,Miscellaneous                 ,40,SERVICES,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,494950, ,2300,2300,2300,2300
E,1,494950, ,851880,Miscellaneous                 ,5,8,0,3132.75,3132.75,0,Miscellaneous                 ,40,SERVICES,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,494950, ,0,0,0,0
E,1,494950, ,1051530,Miscellaneous                 ,6,10,0,0,0,352,Miscellaneous                 ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,494950, ,0,0,0,0
E,1,494950, ,1252120,Miscellaneous                 ,8,12,0,0,0,0,Miscellaneous                 ,40,SERVICES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,494950, ,0,0,0,0
E,1,494950, ,1354190,Miscellaneous                 ,11,13,0,0,0,132.24,Miscellaneous                 ,40,SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,494950, ,0,0,0,0
E,1,494950, ,1455850,Miscellaneous                 ,13,14,1000,147.81,147.81,316.97,Miscellaneous                 ,40,SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,494950, ,600,600,600,600
E,1,494950, ,1555860,Miscellaneous                 ,13,15,750,99.78,99.78,82.9,Miscellaneous                 ,40,SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,494950, ,750,750,750,750
E,1,494950, ,1657100,Miscellaneous                 ,14,16,1500,1876.85,1876.85,1379.51,Miscellaneous                 ,40,SERVICES,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,494950, ,1600,1600,1600,1600
E,1,494950, ,1757100,Miscellaneous                 ,14,17,500,160,160,915,Miscellaneous                 ,40,SERVICES,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,494950, ,500,500,500,500
E,1,494950, ,1857550,Miscellaneous                 ,14,18,0,100,100,50,Miscellaneous                 ,40,SERVICES,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,494950, ,0,0,0,0
E,1,494960, ,151160,Celebration                   ,1,1,1500,2032.51,2032.51,1280.01,Celebration                   ,40,SERVICES,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,494960, ,1500,1500,1500,1500
E,1,494970, ,1252120,Citizens Patrol/ Crime Prevent,8,12,2000,1630.31,1630.31,3239.61,Citizens Patrol/ Crime Prevent,40,SERVICES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,494970, ,2000,2000,2000,2000
E,1,494980, ,1252120,CERT / Citizens Academy       ,8,12,1000,602.39,602.39,0,CERT / Citizens Academy       ,40,SERVICES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,494980, ,1000,1000,1000,1000
E,1,494990, ,1252120,Investigative Funds           ,8,12,30000,15350,15350,16507,Investigative Funds           ,40,SERVICES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,494990, ,30000,30000,30000,30000
E,1,494995, ,751420,Bad Debt Expense              ,4,7,0,11852.87,11852.87,0,Bad Debt Expense              ,40,SERVICES,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,494995, ,0,0,0,0
E,1,508890, ,100000,Unrestricted Net Pos-Ending   ,0,0,11614330,0,0,0,Unrestricted Net Position-Endi,FB,FUND BALANCE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,508890, ,0,0,0,0
E,1,508900, ,100000,Unassigned Fund Balance-Ending,0,0,4042045,0,0,0,Unassigned Fund Balance-Ending,FB,FUND BALANCE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,508900, ,23038755,23038755,22873395,22873395
E,1,510000, ,1354190,Intergovt Professional Service,11,13,0,0,0,0,Intergovt Professional Service,50,INTERGOVT SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,510000, ,0,0,0,0
E,1,510000, ,1455850,Intergovt Professional Service,13,14,0,0,0,0,Intergovt Professional Service,50,INTERGOVT SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,510000, ,0,0,0,0
E,1,510050, ,956600,Substance Abuses              ,4,9,13000,13319.67,13319.67,13052.12,Substance Abuses              ,50,INTERGOVT SERVICES,Substance Abuse               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,956600,510050, ,14000,14000,14000,14000
E,1,510100, ,1252120,Police Contract - King County ,8,12,12390000,11393175.69,11393175.69,11084747.28,Police Contract - King County ,50,INTERGOVT SERVICES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,510100, ,12995000,12995000,13515000,13515000
E,1,510250, ,551490,Voter Registration Costs      ,5,5,135100,165070.03,165070.03,110208.12,Voter Registration Costs      ,50,INTERGOVT SERVICES,Voter Registration            ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551490,510250, ,177500,177500,177500,177500
E,1,510300, ,952360,Jail Contracts                ,4,9,1015000,902555.83,902555.83,786313.64,Jail Contracts                ,50,INTERGOVT SERVICES,Jail Contract                 ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,952360,510300, ,1015000,1015000,1410000,1410000
E,1,510350, ,951250,District Court Contract Costs ,4,9,520000,469747.22,469747.22,409283.57,District Court Contract Costs ,50,INTERGOVT SERVICES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,510350, ,545000,545000,565000,565000
E,1,597000, ,100000,Transfers Out                 ,0,0,370000,223075,223075,3840000,Transfers Out                 ,90,OTHER FIN USES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,597000, ,376500,376500,376500,376500
E,1,610000, ,455870,Land and Land Improvements    ,3,4,0,0,0,0,Land and Land Improvements    ,60,CAPITAL OUTLAY,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,610000, ,0,0,0,0
E,1,630000, ,1857680,Other Improvements            ,14,18,17000,17582.14,17582.14,0,Other Improvements            ,60,CAPITAL OUTLAY,Parks Maintenance             ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857680,630000, ,0,0,0,0
E,1,640000, ,151160,Machinery And Equipment       ,1,1,0,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,640000, ,0,0,0,0
E,1,640000, ,251310,Machinery And Equipment       ,3,2,0,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,640000, ,0,0,0,0
E,1,640000, ,351310,Machinery And Equipment       ,5,3,0,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,640000, ,0,0,0,0
E,1,640000, ,455870,Machinery And Equipment       ,3,4,0,0,0,19627.44,Machinery And Equipment       ,60,CAPITAL OUTLAY,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,640000, ,0,0,0,0
E,1,640000, ,551420,Machinery And Equipment       ,5,5,0,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,640000, ,130000,130000,40000,40000
E,1,640000, ,651810,Machinery And Equipment       ,5,6,95000,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,640000, ,0,0,0,0
E,1,640000, ,751420,Machinery And Equipment       ,4,7,150000,285675.88,285675.88,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,640000, ,0,0,0,0
E,1,640000, ,851880,Machinery And Equipment       ,5,8,500000,0,0,12461.57,Machinery And Equipment       ,60,CAPITAL OUTLAY,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,640000, ,0,0,100000,100000
E,1,640000, ,1051530,Machinery And Equipment       ,6,10,0,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,640000, ,0,0,0,0
E,1,640000, ,1252120,Machinery And Equipment       ,8,12,10000,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,640000, ,10000,10000,10000,10000
E,1,640000, ,1354190,Machinery And Equipment       ,11,13,0,44561.69,44561.69,34598.59,Machinery And Equipment       ,60,CAPITAL OUTLAY,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,640000, ,0,0,0,0
E,1,640000, ,1455850,Machinery And Equipment       ,13,14,600000,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,640000, ,600000,600000,0,0
E,1,640000, ,1555860,Machinery And Equipment       ,13,15,0,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,640000, ,0,0,0,0
E,1,640000, ,1657100,Machinery And Equipment       ,14,16,0,43258.1,43258.1,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,640000, ,0,0,0,0
E,1,640000, ,1756900,Machinery And Equipment       ,14,17,60000,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Senior Services               ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1756900,640000, ,0,0,0,0
E,1,640000, ,1757100,Machinery And Equipment       ,14,17,0,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,640000, ,0,0,0,0
E,1,640000, ,1857550,Machinery And Equipment       ,14,18,0,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,640000, ,0,0,0,0
E,1,640000, ,1857680,Machinery And Equipment       ,14,18,246000,0,0,0,Machinery And Equipment       ,60,CAPITAL OUTLAY,Parks Maintenance             ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857680,640000, ,40000,40000,0,0
E,101,110000, ,1954310,Salaries and Wages            ,11,19,759400,706844.52,706844.52,526858.2,Salaries and Wages            ,10,SALARIES & WAGES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,110000, ,864100,864100,896200,896200
E,101,120000, ,1954310,Overtime                      ,11,19,15000,23207.92,23207.92,7576.68,Overtime                      ,10,SALARIES & WAGES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,120000, ,15000,15000,15000,15000
E,101,210000, ,1954310,Medicare                      ,11,19,10895,10542.15,10542.15,7784.79,Medicare                      ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,210000, ,12440,12440,12895,12895
E,101,220000, ,1954310,Retirement                    ,11,19,87085,87321.84,87321.84,59712.79,Retirement                    ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,220000, ,97490,97490,100995,100995
E,101,230000, ,1954310,Medical Insurance             ,11,19,143895,139227.08,139227.08,100386.72,Medical Insurance             ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,230000, ,154250,154250,160235,160235
E,101,231000, ,1954310,HSA Employee Benefit          ,11,19,1500,25.42,25.42,0,HSA Employee Benefit          ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,231000, ,1500,1500,1500,1500
E,101,240000, ,1954310,Worker's Compensation         ,11,19,13590,11613.63,11613.63,8909.32,Worker's Compensation         ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,240000, ,15945,15945,15945,15945
E,101,250000, ,1954310,Unemployment                  ,11,19,1510,1460.32,1460.32,1606.18,Unemployment                  ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,250000, ,1720,1720,1780,1780
E,101,270000, ,1954310,Social Security               ,11,19,46700,44392.38,44392.38,33121.38,Social Security               ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,270000, ,53190,8345,55175,8645
E,101,271000, ,1954310,401a-Social Sec Replacement   ,11,19,0,0,0,0,401a-Social Sec Replacement   ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,271000, ,0,44845,0,46530
E,101,280000, ,1954310,Life Insurance                ,11,19,1620,1972.88,1972.88,1392.97,Life Insurance                ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,280000, ,1810,1810,1880,1880
E,101,280100, ,1954310,L-term Disability Insurance   ,11,19,0,781.78,781.78,0,L-term Disability Insurance   ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,280100, ,2305,2305,2400,2400
E,101,290000, ,1954310,Family& Medical Leave Tax     ,11,19,0,0,0,0,Family& Medical Leave Tax     ,20,PERSONNEL BENEFITS,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,290000, ,1890,1890,1955,1955
E,101,310000, ,1954230,Office and Operating Supplies ,11,19,140000,145761.44,145761.44,96434.05,Office and Operating Supplies ,30,SUPPLIES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,310000, ,150000,150000,150000,150000
E,101,310000, ,1954310,Office and Operating Supplies ,11,19,0,0,0,0,Office and Operating Supplies ,30,SUPPLIES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,310000, ,0,0,0,0
E,101,320000, ,1954230,Fuel Consumed                 ,11,19,21000,16488.62,16488.62,13532.07,Fuel Consumed                 ,30,SUPPLIES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,320000, ,20000,20000,20000,20000
E,101,350000, ,1954230,Small Tools & Minor Equipment ,11,19,10000,16230.29,16230.29,3484.35,Small Tools & Minor Equipment ,30,SUPPLIES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,350000, ,15000,15000,15000,15000
E,101,410000, ,1954230,Professional Services         ,11,19,101000,88277.9,88277.9,73750.03,Professional Services         ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,410000, ,137500,137500,137500,137500
E,101,410000, ,1954230,Professional Services         ,11,19,101000,88277.9,88277.9,73750.03,Professional Services         ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,410000,CLEAN,3500,3500,3500,3500
E,101,410000,CLEAN,1954230,Special Event Cleanup         ,11,19,5000,2962.14,2962.14,1020.4,Professional Services         ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,410000, ,137500,137500,137500,137500
E,101,410000,CLEAN,1954230,Special Event Cleanup         ,11,19,5000,2962.14,2962.14,1020.4,Professional Services         ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,410000,CLEAN,3500,3500,3500,3500
E,101,410040, ,1954230,PW Shop Relocation            ,11,19,0,86288.96,86288.96,0,PW Shop Relocation            ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,410040, ,0,0,0,0
E,101,410550, ,1954264,Neighborhood Traffic Control  ,11,19,10000,3050,3050,5729.26,Neighborhood Traffic Control  ,40,SERVICES,Traffic Control               ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954264,410550, ,10000,10000,10000,10000
E,101,411550, ,1954310,Advertising                   ,11,19,0,0,0,0,Advertising                   ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,411550, ,0,0,0,0
E,101,414100, ,1954310,Software Licensing Fees       ,11,19,8700,8631.35,8631.35,6033.45,Software Licensing Fees       ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,414100, ,15225,15225,15225,15225
E,101,424210, ,1954230,Telephone/Internet            ,11,19,0,8510.59,8510.59,4814.63,Telephone/Internet            ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,424210, ,8550,8550,8550,8550
E,101,424210, ,1954310,Telephone/Internet            ,11,19,9300,0,0,0,Telephone/Internet            ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,424210, ,0,0,0,0
E,101,424220, ,1954310,Postage                       ,11,19,0,0,0,3903.91,Postage                       ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,424220, ,0,0,0,0
E,101,434310, ,1954310,Lodging                       ,11,19,0,0,0,0,Lodging                       ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,434310, ,0,0,0,0
E,101,434320, ,1954310,Meals                         ,11,19,0,52.8,52.8,0,Meals                         ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,434320, ,0,0,0,0
E,101,434330, ,1954310,Mileage                       ,11,19,0,61.74,61.74,44.06,Mileage                       ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,434330, ,0,0,0,0
E,101,434340, ,1954310,Other Travel                  ,11,19,0,131.5,131.5,15,Other Travel                  ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,434340, ,0,0,0,0
E,101,450000, ,1954230,Operating Rentals and Leases  ,11,19,62000,43709.4,43709.4,62262.68,Operating Rentals and Leases  ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,450000, ,60000,60000,60000,60000
E,101,470000, ,1954230,Utilities - Landscaping       ,11,19,15200,11540.59,11540.59,9381.12,Utilities                     ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,470000, ,14000,14000,14000,14000
E,101,470000, ,1954263,Utilities-Street Lighting     ,11,19,100000,141505.64,141505.64,97863.32,Utilities                     ,40,SERVICES,Street Lighting               ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954263,470000, ,175000,175000,175000,175000
E,101,470000, ,1954264,Utilities - Traffic Signals   ,11,19,59000,50303.97,50303.97,43953.65,Utilities                     ,40,SERVICES,Traffic Control               ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954264,470000, ,66000,66000,66000,66000
E,101,480000, ,1954230,Repairs and Maintenance       ,11,19,30000,7893.26,7893.26,17708.9,Repairs and Maintenance       ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,480000, ,30000,30000,30000,30000
E,101,480200, ,1954230,Repairs and Maint - Fleet     ,11,19,18000,32504.11,32504.11,16189.53,Repairs and Maint - Fleet     ,40,SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,480200, ,25000,25000,25000,25000
E,101,494910, ,1954310,Memberships and Dues          ,11,19,1000,647.5,647.5,952,Memberships and Dues          ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,494910, ,1500,1500,1500,1500
E,101,494920, ,1954310,Printing/Binding/Copying      ,11,19,0,0,0,1149.76,Printing/Binding/Copying      ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,494920, ,0,0,0,0
E,101,494930, ,1954310,Registration-Training/Workshop,11,19,8000,2913,2913,2753.5,Registration-Training/Workshop,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,494930, ,8500,8500,8500,8500
E,101,494940, ,1954310,Subscriptions and Publications,11,19,0,50.37,50.37,0,Subscriptions and Publications,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,494940, ,0,0,0,0
E,101,494950, ,1954310,Miscellaneous                 ,11,19,0,0,0,251.5,Miscellaneous                 ,40,SERVICES,Streets Admin/Mgmt            ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954310,494950, ,0,0,0,0
E,101,508300, ,10100000,Restricted Fund Balance Ending,0,0,0,0,0,0,Restricted Fund-Balance Ending,FB,FUND BALANCE,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,508300, ,0,0,0,0
E,101,508500, ,10100000,Assigned Fund Balance-Ending  ,0,0,286460,0,0,0,Assigned Fund Balance-Ending  ,FB,FUND BALANCE,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,508500, ,1258435,1258435,547700,547700
E,101,508900, ,10100000,Unassigned Fund Balance-Ending,0,0,0,0,0,0,Unassigned Fund Balance-Ending,FB,FUND BALANCE,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,508900, ,0,0,0,0
E,101,510000, ,1954230,Street Maint. Contract-KC     ,11,19,50000,0,0,0,Intergovt Professional Service,50,INTERGOVT SERVICES,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,510000, ,15000,15000,15000,15000
E,101,515100, ,1954264,Traffic Signal/Control Maint  ,11,19,220000,211946.7,211946.7,242206.41,Traffic Signal/Control Maint  ,50,INTERGOVT SERVICES,Traffic Control               ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954264,515100, ,220000,220000,220000,220000
E,101,597000, ,10100000,Transfers Out                 ,0,0,1325000,970000,970000,958000,Transfers Out                 ,90,OTHER FIN USES,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,597000, ,910000,910000,1555000,1555000
E,101,640000, ,1954230,Machinery And Equipment       ,11,19,60000,34319.27,34319.27,759.95,Machinery And Equipment       ,60,CAPITAL OUTLAY,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,640000, ,19500,19500,0,0
E,104,110000, ,2053100,Salaries and Wages            ,11,20,1037800,826137.65,826137.65,803686.92,Salaries and Wages            ,10,SALARIES & WAGES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,110000, ,1118200,1118200,1165400,1165400
E,104,120000, ,2053100,Overtime                      ,11,20,6000,2277.71,2277.71,881.98,Overtime                      ,10,SALARIES & WAGES,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,120000, ,6000,6000,6000,6000
E,104,210000, ,2053100,Medicare                      ,11,20,14895,11752.27,11752.27,11664.8,Medicare                      ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,210000, ,16080,16080,16750,16750
E,104,220000, ,2053100,Retirement                    ,11,20,125155,-24928.59,-24928.59,89158.73,Retirement                    ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,220000, ,134135,134135,139780,139780
E,104,230000, ,2053100,Medical Insurance             ,11,20,218210,174765,174765,179614.15,Medical Insurance             ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,230000, ,234795,234795,245080,245080
E,104,231000, ,2053100,HSA Employee Benefit          ,11,20,1500,24.72,24.72,0,HSA Employee Benefit          ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,231000, ,1500,1500,1500,1500
E,104,240000, ,2053100,Worker's Compensation         ,11,20,14530,10095.96,10095.96,11082.45,Worker's Compensation         ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,240000, ,20220,20220,20220,20220
E,104,250000, ,2053100,Unemployment                  ,11,20,2055,1623.59,1623.59,2157.13,Unemployment                  ,20,PERSONNEL BENEFITS,Surface Water Management      ,2019,1,2018,12,SURFACE WATER MANAGEMENT FUND,PUBLIC WORKS,SWM Maintenance,18,2053100,250000, ,2220,2220,2310,2310
